date,value,category,topic
2024-08-10,9.27088988093337,Economics,Stock Market
2024-08-11,9.27088988093337,Economics,Stock Market
2024-08-12,17.217366921733397,Economics,Stock Market
2024-08-13,15.89295408160006,Economics,Stock Market
2024-08-14,15.89295408160006,Economics,Stock Market
2024-08-15,14.568541241466722,Economics,Stock Market
2024-08-16,14.568541241466722,Economics,Stock Market
2024-08-17,7.94647704080003,Economics,Stock Market
2024-08-18,9.27088988093337,Economics,Stock Market
2024-08-19,14.568541241466722,Economics,Stock Market
2024-08-20,14.568541241466722,Economics,Stock Market
2024-08-21,13.244128401333384,Economics,Stock Market
2024-08-22,14.568541241466722,Economics,Stock Market
2024-08-23,14.568541241466722,Economics,Stock Market
2024-08-24,7.94647704080003,Economics,Stock Market
2024-08-25,9.27088988093337,Economics,Stock Market
2024-08-26,14.568541241466722,Economics,Stock Market
2024-08-27,13.244128401333384,Economics,Stock Market
2024-08-28,14.568541241466722,Economics,Stock Market
2024-08-29,13.244128401333384,Economics,Stock Market
2024-08-30,13.244128401333384,Economics,Stock Market
2024-08-31,6.622064200666692,Economics,Stock Market
2024-09-01,6.622064200666692,Economics,Stock Market
2024-09-02,11.919715561200045,Economics,Stock Market
2024-09-03,17.217366921733397,Economics,Stock Market
2024-09-04,17.217366921733397,Economics,Stock Market
2024-09-05,13.244128401333384,Economics,Stock Market
2024-09-06,18.54177976186674,Economics,Stock Market
2024-09-07,7.94647704080003,Economics,Stock Market
2024-09-08,7.94647704080003,Economics,Stock Market
2024-09-09,13.244128401333384,Economics,Stock Market
2024-09-10,13.244128401333384,Economics,Stock Market
2024-09-11,14.568541241466722,Economics,Stock Market
2024-09-12,14.568541241466722,Economics,Stock Market
2024-09-13,13.244128401333384,Economics,Stock Market
2024-09-14,7.94647704080003,Economics,Stock Market
2024-09-15,7.94647704080003,Economics,Stock Market
2024-09-16,14.568541241466722,Economics,Stock Market
2024-09-17,13.244128401333384,Economics,Stock Market
2024-09-18,18.54177976186674,Economics,Stock Market
2024-09-19,17.217366921733397,Economics,Stock Market
2024-09-20,14.568541241466722,Economics,Stock Market
2024-09-21,7.94647704080003,Economics,Stock Market
2024-09-22,6.622064200666692,Economics,Stock Market
2024-09-23,13.244128401333384,Economics,Stock Market
2024-09-24,13.244128401333384,Economics,Stock Market
2024-09-25,13.244128401333384,Economics,Stock Market
2024-09-26,13.244128401333384,Economics,Stock Market
2024-09-27,13.244128401333384,Economics,Stock Market
2024-09-28,7.94647704080003,Economics,Stock Market
2024-09-29,6.622064200666692,Economics,Stock Market
2024-09-30,14.568541241466722,Economics,Stock Market
2024-10-01,17.217366921733397,Economics,Stock Market
2024-10-02,15.89295408160006,Economics,Stock Market
2024-10-03,15.89295408160006,Economics,Stock Market
2024-10-04,14.568541241466722,Economics,Stock Market
2024-10-05,7.94647704080003,Economics,Stock Market
2024-10-06,6.622064200666692,Economics,Stock Market
2024-10-07,17.217366921733397,Economics,Stock Market
2024-10-08,15.89295408160006,Economics,Stock Market
2024-10-09,14.568541241466722,Economics,Stock Market
2024-10-10,14.568541241466722,Economics,Stock Market
2024-10-11,14.568541241466722,Economics,Stock Market
2024-10-12,6.622064200666692,Economics,Stock Market
2024-10-13,7.94647704080003,Economics,Stock Market
2024-10-14,18.54177976186674,Economics,Stock Market
2024-10-15,13.244128401333384,Economics,Stock Market
2024-10-16,11.919715561200045,Economics,Stock Market
2024-10-17,13.244128401333384,Economics,Stock Market
2024-10-18,11.919715561200045,Economics,Stock Market
2024-10-19,6.622064200666692,Economics,Stock Market
2024-10-20,6.622064200666692,Economics,Stock Market
2024-10-21,13.244128401333384,Economics,Stock Market
2024-10-22,15.89295408160006,Economics,Stock Market
2024-10-23,14.568541241466722,Economics,Stock Market
2024-10-24,13.244128401333384,Economics,Stock Market
2024-10-25,14.568541241466722,Economics,Stock Market
2024-10-26,7.94647704080003,Economics,Stock Market
2024-10-27,6.622064200666692,Economics,Stock Market
2024-10-28,13.244128401333384,Economics,Stock Market
2024-10-29,14.568541241466722,Economics,Stock Market
2024-10-30,15.89295408160006,Economics,Stock Market
2024-10-31,19.866192602000076,Economics,Stock Market
2024-11-01,18.54177976186674,Economics,Stock Market
2024-11-02,7.94647704080003,Economics,Stock Market
2024-11-03,7.94647704080003,Economics,Stock Market
2024-11-04,17.217366921733397,Economics,Stock Market
2024-11-05,17.217366921733397,Economics,Stock Market
2024-11-06,45.0300365645335,Economics,Stock Market
2024-11-07,27.812669642800106,Economics,Stock Market
2024-11-08,22.51501828226675,Economics,Stock Market
2024-11-09,11.919715561200045,Economics,Stock Market
2024-11-10,13.244128401333384,Economics,Stock Market
2024-11-11,29.137082482933444,Economics,Stock Market
2024-11-12,19.866192602000076,Economics,Stock Market
2024-11-13,19.866192602000076,Economics,Stock Market
2024-11-14,18.54177976186674,Economics,Stock Market
2024-11-15,18.54177976186674,Economics,Stock Market
2024-11-16,9.27088988093337,Economics,Stock Market
2024-11-17,7.94647704080003,Economics,Stock Market
2024-11-18,15.89295408160006,Economics,Stock Market
2024-11-19,17.217366921733397,Economics,Stock Market
2024-11-20,19.866192602000076,Economics,Stock Market
2024-11-21,15.89295408160006,Economics,Stock Market
2024-11-22,15.89295408160006,Economics,Stock Market
2024-11-23,7.94647704080003,Economics,Stock Market
2024-11-24,7.94647704080003,Economics,Stock Market
2024-11-25,14.568541241466722,Economics,Stock Market
2024-11-26,15.89295408160006,Economics,Stock Market
2024-11-27,15.89295408160006,Economics,Stock Market
2024-11-28,14.568541241466722,Economics,Stock Market
2024-11-29,21.190605442133414,Economics,Stock Market
2024-11-30,7.94647704080003,Economics,Stock Market
2024-12-01,7.94647704080003,Economics,Stock Market
2024-12-02,14.568541241466722,Economics,Stock Market
2024-12-03,14.568541241466722,Economics,Stock Market
2024-12-04,15.89295408160006,Economics,Stock Market
2024-12-05,14.568541241466722,Economics,Stock Market
2024-12-06,14.568541241466722,Economics,Stock Market
2024-12-07,7.94647704080003,Economics,Stock Market
2024-12-08,7.94647704080003,Economics,Stock Market
2024-12-09,14.568541241466722,Economics,Stock Market
2024-12-10,14.568541241466722,Economics,Stock Market
2024-12-11,14.568541241466722,Economics,Stock Market
2024-12-12,14.568541241466722,Economics,Stock Market
2024-12-13,14.568541241466722,Economics,Stock Market
2024-12-14,7.94647704080003,Economics,Stock Market
2024-12-15,6.622064200666692,Economics,Stock Market
2024-12-16,13.244128401333384,Economics,Stock Market
2024-12-17,14.183537508869822,Economics,Stock Market
2024-12-18,25.21517779354635,Economics,Stock Market
2024-12-19,28.367075017739644,Economics,Stock Market
2024-12-20,22.063280569353054,Economics,Stock Market
2024-12-21,9.455691672579881,Economics,Stock Market
2024-12-22,9.455691672579881,Economics,Stock Market
2024-12-23,17.335434733063114,Economics,Stock Market
2024-12-24,25.21517779354635,Economics,Stock Market
2024-12-25,11.031640284676527,Economics,Stock Market
2024-12-26,17.335434733063114,Economics,Stock Market
2024-12-27,15.759486120966468,Economics,Stock Market
2024-12-28,9.455691672579881,Economics,Stock Market
2024-12-29,9.455691672579881,Economics,Stock Market
2024-12-30,22.063280569353054,Economics,Stock Market
2024-12-31,28.367075017739644,Economics,Stock Market
2025-01-01,15.759486120966468,Economics,Stock Market
2025-01-02,17.335434733063114,Economics,Stock Market
2025-01-03,14.183537508869822,Economics,Stock Market
2025-01-04,7.879743060483234,Economics,Stock Market
2025-01-05,7.879743060483234,Economics,Stock Market
2025-01-06,18.911383345159763,Economics,Stock Market
2025-01-07,18.911383345159763,Economics,Stock Market
2025-01-08,18.911383345159763,Economics,Stock Market
2025-01-09,29.94302362983629,Economics,Stock Market
2025-01-10,20.48733195725641,Economics,Stock Market
2025-01-11,11.031640284676527,Economics,Stock Market
2025-01-12,7.879743060483234,Economics,Stock Market
2025-01-13,23.639229181449704,Economics,Stock Market
2025-01-14,15.759486120966468,Economics,Stock Market
2025-01-15,15.759486120966468,Economics,Stock Market
2025-01-16,15.759486120966468,Economics,Stock Market
2025-01-17,15.759486120966468,Economics,Stock Market
2025-01-18,9.455691672579881,Economics,Stock Market
2025-01-19,9.455691672579881,Economics,Stock Market
2025-01-20,26.791126405642995,Economics,Stock Market
2025-01-21,20.48733195725641,Economics,Stock Market
2025-01-22,17.335434733063114,Economics,Stock Market
2025-01-23,17.335434733063114,Economics,Stock Market
2025-01-24,14.183537508869822,Economics,Stock Market
2025-01-25,7.879743060483234,Economics,Stock Market
2025-01-26,7.879743060483234,Economics,Stock Market
2025-01-27,34.67086946612623,Economics,Stock Market
2025-01-28,29.94302362983629,Economics,Stock Market
2025-01-29,20.48733195725641,Economics,Stock Market
2025-01-30,17.335434733063114,Economics,Stock Market
2025-01-31,22.063280569353054,Economics,Stock Market
2025-02-01,17.335434733063114,Economics,Stock Market
2025-02-02,17.335434733063114,Economics,Stock Market
2025-02-03,48.85440697499605,Economics,Stock Market
2025-02-04,20.48733195725641,Economics,Stock Market
2025-02-05,17.335434733063114,Economics,Stock Market
2025-02-06,14.183537508869822,Economics,Stock Market
2025-02-07,14.183537508869822,Economics,Stock Market
2025-02-08,7.879743060483234,Economics,Stock Market
2025-02-09,7.879743060483234,Economics,Stock Market
2025-02-10,17.335434733063114,Economics,Stock Market
2025-02-11,17.335434733063114,Economics,Stock Market
2025-02-12,17.335434733063114,Economics,Stock Market
2025-02-13,15.759486120966468,Economics,Stock Market
2025-02-14,17.335434733063114,Economics,Stock Market
2025-02-15,9.455691672579881,Economics,Stock Market
2025-02-16,9.455691672579881,Economics,Stock Market
2025-02-17,26.791126405642995,Economics,Stock Market
2025-02-18,17.335434733063114,Economics,Stock Market
2025-02-19,14.183537508869822,Economics,Stock Market
2025-02-20,15.759486120966468,Economics,Stock Market
2025-02-21,20.48733195725641,Economics,Stock Market
2025-02-22,12.607588896773175,Economics,Stock Market
2025-02-23,9.455691672579881,Economics,Stock Market
2025-02-24,22.063280569353054,Economics,Stock Market
2025-02-25,23.639229181449704,Economics,Stock Market
2025-02-26,20.48733195725641,Economics,Stock Market
2025-02-27,20.48733195725641,Economics,Stock Market
2025-02-28,26.791126405642995,Economics,Stock Market
2025-03-01,12.607588896773175,Economics,Stock Market
2025-03-02,9.455691672579881,Economics,Stock Market
2025-03-03,29.94302362983629,Economics,Stock Market
2025-03-04,58.310098647575934,Economics,Stock Market
2025-03-05,42.55061252660946,Economics,Stock Market
2025-03-06,34.67086946612623,Economics,Stock Market
2025-03-07,31.518972241932936,Economics,Stock Market
2025-03-08,11.031640284676527,Economics,Stock Market
2025-03-09,9.455691672579881,Economics,Stock Market
2025-03-10,47.27845836289941,Economics,Stock Market
2025-03-11,61.461995871769226,Economics,Stock Market
2025-03-12,44.12656113870611,Economics,Stock Market
2025-03-13,37.822766690319526,Economics,Stock Market
2025-03-14,33.09492085402958,Economics,Stock Market
2025-03-15,12.607588896773175,Economics,Stock Market
2025-03-16,9.455691672579881,Economics,Stock Market
2025-03-17,23.639229181449704,Economics,Stock Market
2025-03-18,25.21517779354635,Economics,Stock Market
2025-03-19,22.063280569353054,Economics,Stock Market
2025-03-20,20.48733195725641,Economics,Stock Market
2025-03-21,18.911383345159763,Economics,Stock Market
2025-03-22,9.455691672579881,Economics,Stock Market
2025-03-23,7.879743060483234,Economics,Stock Market
2025-03-24,20.48733195725641,Economics,Stock Market
2025-03-25,17.335434733063114,Economics,Stock Market
2025-03-26,20.48733195725641,Economics,Stock Market
2025-03-27,18.911383345159763,Economics,Stock Market
2025-03-28,23.639229181449704,Economics,Stock Market
2025-03-29,11.031640284676527,Economics,Stock Market
2025-03-30,18.911383345159763,Economics,Stock Market
2025-03-31,31.518972241932936,Economics,Stock Market
2025-04-01,23.639229181449704,Economics,Stock Market
2025-04-02,34.67086946612623,Economics,Stock Market
2025-04-03,107.16450562257198,Economics,Stock Market
2025-04-04,105.58855701047534,Economics,Stock Market
2025-04-05,50.4303555870927,Economics,Stock Market
2025-04-06,37.822766690319526,Economics,Stock Market
2025-04-07,157.59486120966469,Economics,Stock Market
2025-04-08,91.40501950160552,Economics,Stock Market
2025-04-09,113.46830007095858,Economics,Stock Market
2025-04-10,83.52527644112229,Economics,Stock Market
2025-04-11,53.58225281128599,Economics,Stock Market
2025-04-12,18.911383345159763,Economics,Stock Market
2025-04-13,15.759486120966468,Economics,Stock Market
2025-04-14,36.24681807822288,Economics,Stock Market
2025-04-15,29.94302362983629,Economics,Stock Market
2025-04-16,29.94302362983629,Economics,Stock Market
2025-04-17,31.518972241932936,Economics,Stock Market
2025-04-18,36.24681807822288,Economics,Stock Market
2025-04-19,9.455691672579881,Economics,Stock Market
2025-04-20,9.455691672579881,Economics,Stock Market
2025-04-21,34.67086946612623,Economics,Stock Market
2025-04-22,31.518972241932936,Economics,Stock Market
2025-04-23,26.791126405642995,Economics,Stock Market
2025-04-24,25.21517779354635,Economics,Stock Market
2025-04-25,23.639229181449704,Economics,Stock Market
2025-04-26,9.455691672579881,Economics,Stock Market
2025-04-27,9.455691672579881,Economics,Stock Market
2025-04-28,22.063280569353054,Economics,Stock Market
2025-04-29,18.911383345159763,Economics,Stock Market
2025-04-30,23.639229181449704,Economics,Stock Market
2025-05-01,23.639229181449704,Economics,Stock Market
2025-05-02,20.48733195725641,Economics,Stock Market
2025-05-03,9.455691672579881,Economics,Stock Market
2025-05-04,7.879743060483234,Economics,Stock Market
2025-05-05,20.48733195725641,Economics,Stock Market
2025-05-06,18.911383345159763,Economics,Stock Market
2025-05-07,22.063280569353054,Economics,Stock Market
2025-05-08,22.063280569353054,Economics,Stock Market
2025-05-09,20.48733195725641,Economics,Stock Market
2025-05-10,9.455691672579881,Economics,Stock Market
2025-05-11,9.455691672579881,Economics,Stock Market
2025-05-12,33.09492085402958,Economics,Stock Market
2025-05-13,23.639229181449704,Economics,Stock Market
2025-05-14,18.911383345159763,Economics,Stock Market
2025-05-15,17.335434733063114,Economics,Stock Market
2025-05-16,17.335434733063114,Economics,Stock Market
2025-05-17,7.879743060483234,Economics,Stock Market
2025-05-18,7.879743060483234,Economics,Stock Market
2025-05-19,17.335434733063114,Economics,Stock Market
2025-05-20,17.335434733063114,Economics,Stock Market
2025-05-21,18.911383345159763,Economics,Stock Market
2025-05-22,20.48733195725641,Economics,Stock Market
2025-05-23,17.335434733063114,Economics,Stock Market
2025-05-24,7.879743060483234,Economics,Stock Market
2025-05-25,7.879743060483234,Economics,Stock Market
2025-05-26,12.607588896773175,Economics,Stock Market
2025-05-27,17.335434733063114,Economics,Stock Market
2025-05-28,17.335434733063114,Economics,Stock Market
2025-05-29,18.911383345159763,Economics,Stock Market
2025-05-30,15.759486120966468,Economics,Stock Market
2025-05-31,7.879743060483234,Economics,Stock Market
2025-06-01,6.303794448386587,Economics,Stock Market
2025-06-02,15.759486120966468,Economics,Stock Market
2025-06-03,14.183537508869822,Economics,Stock Market
2025-06-04,14.183537508869822,Economics,Stock Market
2025-06-05,15.759486120966468,Economics,Stock Market
2025-06-06,17.335434733063114,Economics,Stock Market
2025-06-07,9.455691672579881,Economics,Stock Market
2025-06-08,7.879743060483234,Economics,Stock Market
2025-06-09,18.911383345159763,Economics,Stock Market
2025-06-10,15.759486120966468,Economics,Stock Market
2025-06-11,17.335434733063114,Economics,Stock Market
2025-06-12,17.335434733063114,Economics,Stock Market
2025-06-13,23.639229181449704,Economics,Stock Market
2025-06-14,9.455691672579881,Economics,Stock Market
2025-06-15,9.455691672579881,Economics,Stock Market
2025-06-16,18.911383345159763,Economics,Stock Market
2025-06-17,20.48733195725641,Economics,Stock Market
2025-06-18,17.335434733063114,Economics,Stock Market
2025-06-19,25.21517779354635,Economics,Stock Market
2025-06-20,15.759486120966468,Economics,Stock Market
2025-06-21,7.879743060483234,Economics,Stock Market
2025-06-22,15.759486120966468,Economics,Stock Market
2025-06-23,22.063280569353054,Economics,Stock Market
2025-06-24,17.335434733063114,Economics,Stock Market
2025-06-25,17.335434733063114,Economics,Stock Market
2025-06-26,15.759486120966468,Economics,Stock Market
2025-06-27,18.911383345159763,Economics,Stock Market
2025-06-28,9.455691672579881,Economics,Stock Market
2025-06-29,9.455691672579881,Economics,Stock Market
2025-06-30,15.759486120966468,Economics,Stock Market
2025-07-01,18.911383345159763,Economics,Stock Market
2025-07-02,18.911383345159763,Economics,Stock Market
2025-07-03,25.21517779354635,Economics,Stock Market
2025-07-04,14.183537508869822,Economics,Stock Market
2025-07-05,9.455691672579881,Economics,Stock Market
2025-07-06,9.455691672579881,Economics,Stock Market
2025-07-07,18.911383345159763,Economics,Stock Market
2025-07-08,17.335434733063114,Economics,Stock Market
2025-07-09,17.335434733063114,Economics,Stock Market
2025-07-10,15.759486120966468,Economics,Stock Market
2025-07-11,18.911383345159763,Economics,Stock Market
2025-07-12,11.031640284676527,Economics,Stock Market
2025-07-13,9.455691672579881,Economics,Stock Market
2025-07-14,17.335434733063114,Economics,Stock Market
2025-07-15,16.320281197166437,Economics,Stock Market
2025-07-16,16.675069918843967,Economics,Stock Market
2025-07-17,20.57774585729681,Economics,Stock Market
2025-07-18,18.803802248909154,Economics,Stock Market
2025-07-19,11.70802781535853,Economics,Stock Market
2025-07-20,13.481971423746186,Economics,Stock Market
2025-07-21,21.642112022329403,Economics,Stock Market
2025-07-22,20.22295713561928,Economics,Stock Market
2025-07-23,20.22295713561928,Economics,Stock Market
2025-07-24,19.513379692264216,Economics,Stock Market
2025-07-25,20.57774585729681,Economics,Stock Market
2025-07-26,10.998450372003468,Economics,Stock Market
2025-07-27,10.643661650325937,Economics,Stock Market
2025-07-28,20.22295713561928,Economics,Stock Market
2025-07-29,22.351689465684466,Economics,Stock Market
2025-07-30,27.673520290847435,Economics,Stock Market
2025-07-31,26.963942847492373,Economics,Stock Market
2025-08-01,35.478872167753124,Economics,Stock Market
2022-01-01,20.0,Economics,Inflation
2022-01-02,20.0,Economics,Inflation
2022-01-03,29.0,Economics,Inflation
2022-01-04,75.0,Economics,Inflation
2022-01-05,26.0,Economics,Inflation
2022-01-06,30.0,Economics,Inflation
2022-01-07,33.0,Economics,Inflation
2022-01-08,23.0,Economics,Inflation
2022-01-09,23.0,Economics,Inflation
2022-01-10,36.0,Economics,Inflation
2022-01-11,37.0,Economics,Inflation
2022-01-12,57.0,Economics,Inflation
2022-01-13,98.0,Economics,Inflation
2022-01-14,30.0,Economics,Inflation
2022-01-15,27.0,Economics,Inflation
2022-01-16,48.0,Economics,Inflation
2022-01-17,29.0,Economics,Inflation
2022-01-18,36.0,Economics,Inflation
2022-01-19,41.0,Economics,Inflation
2022-01-20,41.0,Economics,Inflation
2022-01-21,37.0,Economics,Inflation
2022-01-22,27.0,Economics,Inflation
2022-01-23,27.0,Economics,Inflation
2022-01-24,91.0,Economics,Inflation
2022-01-25,44.0,Economics,Inflation
2022-01-26,39.0,Economics,Inflation
2022-01-27,39.0,Economics,Inflation
2022-01-28,35.0,Economics,Inflation
2022-01-29,24.0,Economics,Inflation
2022-01-30,26.0,Economics,Inflation
2022-01-31,34.0,Economics,Inflation
2022-02-01,33.0,Economics,Inflation
2022-02-02,37.0,Economics,Inflation
2022-02-03,38.0,Economics,Inflation
2022-02-04,33.0,Economics,Inflation
2022-02-05,22.0,Economics,Inflation
2022-02-06,24.0,Economics,Inflation
2022-02-07,35.0,Economics,Inflation
2022-02-08,37.0,Economics,Inflation
2022-02-09,36.0,Economics,Inflation
2022-02-10,58.0,Economics,Inflation
2022-02-11,55.0,Economics,Inflation
2022-02-12,33.0,Economics,Inflation
2022-02-13,30.0,Economics,Inflation
2022-02-14,37.0,Economics,Inflation
2022-02-15,40.0,Economics,Inflation
2022-02-16,43.0,Economics,Inflation
2022-02-17,40.0,Economics,Inflation
2022-02-18,34.0,Economics,Inflation
2022-02-19,26.0,Economics,Inflation
2022-02-20,27.0,Economics,Inflation
2022-02-21,32.0,Economics,Inflation
2022-02-22,38.0,Economics,Inflation
2022-02-23,36.0,Economics,Inflation
2022-02-24,39.0,Economics,Inflation
2022-02-25,32.0,Economics,Inflation
2022-02-26,25.0,Economics,Inflation
2022-02-27,27.0,Economics,Inflation
2022-02-28,36.0,Economics,Inflation
2022-03-01,38.0,Economics,Inflation
2022-03-02,42.0,Economics,Inflation
2022-03-03,37.0,Economics,Inflation
2022-03-04,37.0,Economics,Inflation
2022-03-05,29.0,Economics,Inflation
2022-03-06,33.0,Economics,Inflation
2022-03-07,48.0,Economics,Inflation
2022-03-08,43.0,Economics,Inflation
2022-03-09,44.0,Economics,Inflation
2022-03-10,58.0,Economics,Inflation
2022-03-11,50.0,Economics,Inflation
2022-03-12,35.0,Economics,Inflation
2022-03-13,33.0,Economics,Inflation
2022-03-14,46.0,Economics,Inflation
2022-03-15,41.0,Economics,Inflation
2022-03-16,45.0,Economics,Inflation
2022-03-17,44.0,Economics,Inflation
2022-03-18,34.0,Economics,Inflation
2022-03-19,26.0,Economics,Inflation
2022-03-20,29.0,Economics,Inflation
2022-03-21,42.0,Economics,Inflation
2022-03-22,39.0,Economics,Inflation
2022-03-23,43.0,Economics,Inflation
2022-03-24,39.0,Economics,Inflation
2022-03-25,38.0,Economics,Inflation
2022-03-26,29.0,Economics,Inflation
2022-03-27,31.0,Economics,Inflation
2022-03-28,40.0,Economics,Inflation
2022-03-29,39.0,Economics,Inflation
2022-03-30,45.0,Economics,Inflation
2022-03-31,46.0,Economics,Inflation
2022-04-01,42.0,Economics,Inflation
2022-04-02,31.0,Economics,Inflation
2022-04-03,32.0,Economics,Inflation
2022-04-04,42.0,Economics,Inflation
2022-04-05,41.0,Economics,Inflation
2022-04-06,42.0,Economics,Inflation
2022-04-07,40.0,Economics,Inflation
2022-04-08,38.0,Economics,Inflation
2022-04-09,29.0,Economics,Inflation
2022-04-10,29.0,Economics,Inflation
2022-04-11,41.0,Economics,Inflation
2022-04-12,70.0,Economics,Inflation
2022-04-13,64.0,Economics,Inflation
2022-04-14,48.0,Economics,Inflation
2022-04-15,36.0,Economics,Inflation
2022-04-16,31.0,Economics,Inflation
2022-04-17,30.0,Economics,Inflation
2022-04-18,39.0,Economics,Inflation
2022-04-19,43.0,Economics,Inflation
2022-04-20,45.0,Economics,Inflation
2022-04-21,44.0,Economics,Inflation
2022-04-22,38.0,Economics,Inflation
2022-04-23,29.0,Economics,Inflation
2022-04-24,30.0,Economics,Inflation
2022-04-25,40.0,Economics,Inflation
2022-04-26,39.0,Economics,Inflation
2022-04-27,44.0,Economics,Inflation
2022-04-28,45.0,Economics,Inflation
2022-04-29,39.0,Economics,Inflation
2022-04-30,31.0,Economics,Inflation
2022-05-01,32.0,Economics,Inflation
2022-05-02,41.0,Economics,Inflation
2022-05-03,39.0,Economics,Inflation
2022-05-04,46.0,Economics,Inflation
2022-05-05,53.0,Economics,Inflation
2022-05-06,43.0,Economics,Inflation
2022-05-07,34.0,Economics,Inflation
2022-05-08,31.0,Economics,Inflation
2022-05-09,45.0,Economics,Inflation
2022-05-10,52.0,Economics,Inflation
2022-05-11,89.0,Economics,Inflation
2022-05-12,64.0,Economics,Inflation
2022-05-13,46.0,Economics,Inflation
2022-05-14,32.0,Economics,Inflation
2022-05-15,31.0,Economics,Inflation
2022-05-16,40.0,Economics,Inflation
2022-05-17,46.0,Economics,Inflation
2022-05-18,56.0,Economics,Inflation
2022-05-19,49.0,Economics,Inflation
2022-05-20,39.0,Economics,Inflation
2022-05-21,32.0,Economics,Inflation
2022-05-22,33.0,Economics,Inflation
2022-05-23,39.0,Economics,Inflation
2022-05-24,40.0,Economics,Inflation
2022-05-25,37.0,Economics,Inflation
2022-05-26,36.0,Economics,Inflation
2022-05-27,34.0,Economics,Inflation
2022-05-28,24.0,Economics,Inflation
2022-05-29,24.0,Economics,Inflation
2022-05-30,37.0,Economics,Inflation
2022-05-31,42.0,Economics,Inflation
2022-06-01,43.0,Economics,Inflation
2022-06-02,39.0,Economics,Inflation
2022-06-03,37.0,Economics,Inflation
2022-06-04,31.0,Economics,Inflation
2022-06-05,33.0,Economics,Inflation
2022-06-06,37.0,Economics,Inflation
2022-06-07,46.0,Economics,Inflation
2022-06-08,51.0,Economics,Inflation
2022-06-09,49.0,Economics,Inflation
2022-06-10,93.0,Economics,Inflation
2022-06-11,58.0,Economics,Inflation
2022-06-12,44.0,Economics,Inflation
2022-06-13,60.0,Economics,Inflation
2022-06-14,63.0,Economics,Inflation
2022-06-15,72.0,Economics,Inflation
2022-06-16,66.0,Economics,Inflation
2022-06-17,48.0,Economics,Inflation
2022-06-18,38.0,Economics,Inflation
2022-06-19,39.0,Economics,Inflation
2022-06-20,44.0,Economics,Inflation
2022-06-21,44.0,Economics,Inflation
2022-06-22,59.0,Economics,Inflation
2022-06-23,46.0,Economics,Inflation
2022-06-24,38.0,Economics,Inflation
2022-06-25,29.0,Economics,Inflation
2022-06-26,33.0,Economics,Inflation
2022-06-27,40.0,Economics,Inflation
2022-06-28,44.0,Economics,Inflation
2022-06-29,48.0,Economics,Inflation
2022-06-30,47.0,Economics,Inflation
2022-07-01,41.0,Economics,Inflation
2022-07-02,30.0,Economics,Inflation
2022-07-03,31.0,Economics,Inflation
2022-07-04,38.0,Economics,Inflation
2022-07-05,47.0,Economics,Inflation
2022-07-06,47.0,Economics,Inflation
2022-07-07,44.0,Economics,Inflation
2022-07-08,35.0,Economics,Inflation
2022-07-09,30.0,Economics,Inflation
2022-07-10,27.0,Economics,Inflation
2022-07-11,41.0,Economics,Inflation
2022-07-12,46.0,Economics,Inflation
2022-07-13,100.0,Economics,Inflation
2022-07-14,75.0,Economics,Inflation
2022-07-15,48.0,Economics,Inflation
2022-07-16,34.0,Economics,Inflation
2022-07-17,36.0,Economics,Inflation
2022-07-18,40.0,Economics,Inflation
2022-07-19,40.0,Economics,Inflation
2022-07-20,44.0,Economics,Inflation
2022-07-21,41.0,Economics,Inflation
2022-07-22,33.0,Economics,Inflation
2022-07-23,25.0,Economics,Inflation
2022-07-24,27.0,Economics,Inflation
2022-07-25,34.0,Economics,Inflation
2022-07-26,38.0,Economics,Inflation
2022-07-27,45.0,Economics,Inflation
2022-07-28,51.0,Economics,Inflation
2022-07-29,44.0,Economics,Inflation
2022-07-30,32.0,Economics,Inflation
2022-07-31,29.0,Economics,Inflation
2022-08-01,38.0,Economics,Inflation
2022-08-02,40.0,Economics,Inflation
2022-08-03,42.0,Economics,Inflation
2022-08-04,45.0,Economics,Inflation
2022-08-05,46.0,Economics,Inflation
2022-08-06,36.0,Economics,Inflation
2022-08-07,54.0,Economics,Inflation
2022-08-08,75.0,Economics,Inflation
2022-08-09,58.0,Economics,Inflation
2022-08-10,83.0,Economics,Inflation
2022-08-11,54.0,Economics,Inflation
2022-08-12,50.0,Economics,Inflation
2022-08-13,42.0,Economics,Inflation
2022-08-14,34.0,Economics,Inflation
2022-08-15,47.0,Economics,Inflation
2022-08-16,58.0,Economics,Inflation
2022-08-17,72.0,Economics,Inflation
2022-08-18,52.0,Economics,Inflation
2022-08-19,41.0,Economics,Inflation
2022-08-20,31.0,Economics,Inflation
2022-08-21,30.0,Economics,Inflation
2022-08-22,47.0,Economics,Inflation
2022-08-23,46.0,Economics,Inflation
2022-08-24,43.0,Economics,Inflation
2022-08-25,43.0,Economics,Inflation
2022-08-26,41.0,Economics,Inflation
2022-08-27,30.0,Economics,Inflation
2022-08-28,31.0,Economics,Inflation
2022-08-29,39.0,Economics,Inflation
2022-08-30,44.61213720316623,Economics,Inflation
2022-08-31,42.7532981530343,Economics,Inflation
2022-09-01,40.894459102902374,Economics,Inflation
2022-09-02,34.388522427440634,Economics,Inflation
2022-09-03,26.023746701846964,Economics,Inflation
2022-09-04,28.812005277044854,Economics,Inflation
2022-09-05,38.10620052770449,Economics,Inflation
2022-09-06,41.823878627968334,Economics,Inflation
2022-09-07,41.823878627968334,Economics,Inflation
2022-09-08,42.7532981530343,Economics,Inflation
